model_label,Model_Code,refLabel,refPercent,BpS_Name,Var1,Var2,Freq,BPS_CODE,ZONE,total_count,currentPercent
14120_39_40_41_42_43_50_51_UN,14120_39_40_41_42_43_50_51,UN,0,North-Central Interior Sand and Gravel Tallgrass Prairie,1653,6,8,14120,40,796,1
14120_39_40_41_42_43_50_51_UE,14120_39_40_41_42_43_50_51,UE,0,North-Central Interior Sand and Gravel Tallgrass Prairie,1653,7,118,14120,40,796,14
14210_31_38_42_43_44_50_51_A,14210_31_38_42_43_44_50_51,A,40,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_B,14210_31_38_42_43_44_50_51,B,58,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_C,14210_31_38_42_43_44_50_51,C,2,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_D,14210_31_38_42_43_44_50_51,D,NA,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_E,14210_31_38_42_43_44_50_51,E,NA,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_Agriculture,14210_31_38_42_43_44_50_51,Agriculture,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_Developed,14210_31_38_42_43_44_50_51,Developed,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_Water,14210_31_38_42_43_44_50_51,Water,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_UN,14210_31_38_42_43_44_50_51,UN,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14210_31_38_42_43_44_50_51_UE,14210_31_38_42_43_44_50_51,UE,0,Central Tallgrass Prairie,NA,NA,NA,NA,NA,NA,NA
14440_41_50_51_A,14440_41_50_51,A,15,Eastern Boreal Floodplain,1605,1,10497,14440,41,2165348,0
14440_41_50_51_B,14440_41_50_51,B,35,Eastern Boreal Floodplain,1605,2,48697,14440,41,2165348,2
14440_41_50_51_C,14440_41_50_51,C,37,Eastern Boreal Floodplain,1605,3,951615,14440,41,2165348,43
14440_41_50_51_D,14440_41_50_51,D,13,Eastern Boreal Floodplain,1605,4,37,14440,41,2165348,0
14440_41_50_51_E,14440_41_50_51,E,NA,Eastern Boreal Floodplain,NA,NA,NA,NA,NA,NA,NA
14440_41_50_51_Agriculture,14440_41_50_51,Agriculture,0,Eastern Boreal Floodplain,1605,180,32483,14440,41,2165348,1
14440_41_50_51_Developed,14440_41_50_51,Developed,0,Eastern Boreal Floodplain,1605,120,30245,14440,41,2165348,1
14440_41_50_51_Water,14440_41_50_51,Water,0,Eastern Boreal Floodplain,NA,NA,NA,NA,NA,NA,NA
14440_41_50_51_UN,14440_41_50_51,UN,0,Eastern Boreal Floodplain,1605,6,1062374,14440,41,2165348,49
14440_41_50_51_UE,14440_41_50_51,UE,0,Eastern Boreal Floodplain,1605,7,29400,14440,41,2165348,1
14660_50_51_A,14660_50_51,A,23,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_B,14660_50_51,B,23,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_C,14660_50_51,C,27,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_D,14660_50_51,D,27,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_E,14660_50_51,E,NA,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_Agriculture,14660_50_51,Agriculture,0,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_Developed,14660_50_51,Developed,0,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_Water,14660_50_51,Water,0,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_UN,14660_50_51,UN,0,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14660_50_51_UE,14660_50_51,UE,0,Great Lakes Wooded Dune and Swale,NA,NA,NA,NA,NA,NA,NA
14750_41_50_51_63_64_65_66_A,14750_41_50_51_63_64_65_66,A,16,Laurentian-Acadian Floodplain Systems,1607,1,55,14750,41,436392,0
14750_41_50_51_63_64_65_66_B,14750_41_50_51_63_64_65_66,B,23,Laurentian-Acadian Floodplain Systems,1607,2,10428,14750,41,436392,2
14750_41_50_51_63_64_65_66_C,14750_41_50_51_63_64_65_66,C,44,Laurentian-Acadian Floodplain Systems,1607,3,88965,14750,41,436392,20
14750_41_50_51_63_64_65_66_D,14750_41_50_51_63_64_65_66,D,17,Laurentian-Acadian Floodplain Systems,NA,NA,NA,NA,NA,NA,NA
14750_41_50_51_63_64_65_66_E,14750_41_50_51_63_64_65_66,E,NA,Laurentian-Acadian Floodplain Systems,NA,NA,NA,NA,NA,NA,NA
14750_41_50_51_63_64_65_66_Agriculture,14750_41_50_51_63_64_65_66,Agriculture,0,Laurentian-Acadian Floodplain Systems,1607,180,9817,14750,41,436392,2
